Age,Job,Marital,Education,Default,Balance,Housing_Loan,Personal_Loan,Contact,Day_of_Week,Month,Campaign,Pdays,Previous,Poutcome,Subscribed
39,self-employed,single,secondary,no,2474,no,no,cellular,wed,may,4,-1,0,nonexistent,no
26,services,single,primary,no,2633,no,no,telephone,mon,aug,3,-1,0,nonexistent,no
34,technician,married,secondary,no,4371,no,no,cellular,tue,aug,1,-1,0,nonexistent,no
41,admin,married,primary,no,576,yes,no,cellular,wed,may,3,-1,0,nonexistent,no
29,blue-collar,single,tertiary,no,3615,yes,yes,telephone,tue,jul,2,-1,0,nonexistent,no
30,admin,single,tertiary,no,-555,yes,no,unknown,tue,jun,4,73,2,success,no
66,services,married,tertiary,no,-1212,no,no,cellular,mon,jul,1,-1,0,nonexistent,no
44,entrepreneur,married,tertiary,no,-604,no,no,cellular,mon,may,3,-1,0,nonexistent,no
57,blue-collar,married,secondary,no,-536,yes,yes,cellular,mon,jul,1,-1,0,nonexistent,no
46,blue-collar,married,secondary,no,-2443,yes,yes,cellular,wed,jul,5,-1,0,nonexistent,no
47,services,married,secondary,no,3453,no,no,cellular,wed,jul,4,-1,0,nonexistent,no
58,blue-collar,single,secondary,no,4236,no,no,cellular,wed,aug,2,-1,0,nonexistent,no
33,technician,single,tertiary,no,-941,no,no,cellular,wed,dec,2,-1,0,nonexistent,no
46,admin,married,secondary,no,5965,yes,no,unknown,wed,may,3,-1,0,nonexistent,no
46,blue-collar,single,primary,no,2978,yes,no,unknown,mon,may,3,-1,0,nonexistent,no
22,blue-collar,married,unknown,no,308,yes,yes,unknown,tue,may,3,102,2,failure,no
75,unemployed,single,tertiary,no,3445,no,no,cellular,mon,nov,5,-1,0,nonexistent,no
32,management,married,tertiary,yes,5041,no,no,unknown,wed,jul,2,-1,0,nonexistent,no
36,admin,married,tertiary,no,-2304,yes,yes,cellular,mon,jun,3,-1,0,nonexistent,no
63,management,married,secondary,no,1170,no,no,cellular,wed,jul,2,-1,0,nonexistent,no
37,blue-collar,divorced,secondary,no,-2216,no,no,unknown,mon,aug,3,-1,0,nonexistent,no
63,management,married,tertiary,no,-750,yes,no,unknown,tue,aug,6,-1,0,nonexistent,no
39,blue-collar,married,secondary,no,2645,yes,no,cellular,fri,aug,3,-1,0,nonexistent,no
24,technician,married,secondary,no,-481,no,yes,telephone,fri,may,5,-1,0,nonexistent,no
29,technician,married,secondary,no,7033,no,no,cellular,mon,feb,5,877,3,success,yes
30,services,single,tertiary,no,410,yes,no,cellular,fri,aug,5,24,2,other,no
28,services,divorced,tertiary,no,-187,no,yes,unknown,thu,jan,2,-1,0,nonexistent,no
40,management,divorced,primary,no,982,yes,yes,cellular,wed,nov,6,-1,0,nonexistent,no
47,retired,married,tertiary,no,1339,no,no,cellular,fri,may,5,-1,0,nonexistent,yes
28,blue-collar,single,unknown,no,5848,no,yes,unknown,tue,nov,4,-1,0,nonexistent,no
46,blue-collar,single,primary,no,3270,yes,no,unknown,fri,aug,3,-1,0,nonexistent,yes
65,blue-collar,married,tertiary,no,-414,no,no,cellular,mon,jul,2,826,1,success,no
24,blue-collar,divorced,primary,no,1793,no,no,unknown,thu,jun,2,-1,0,nonexistent,no
39,admin,married,tertiary,no,2259,no,no,cellular,mon,may,4,-1,0,nonexistent,no
29,technician,single,unknown,no,213,no,yes,unknown,wed,jul,3,-1,0,nonexistent,no
37,management,married,secondary,no,1879,yes,no,cellular,thu,nov,5,722,1,success,yes
61,retired,single,unknown,no,2189,no,no,unknown,mon,may,1,-1,0,nonexistent,no
38,blue-collar,single,secondary,no,1075,yes,no,cellular,wed,nov,4,687,4,other,no
40,blue-collar,married,tertiary,no,-1,yes,no,cellular,thu,jul,2,102,4,failure,yes
29,housemaid,single,secondary,no,4483,yes,yes,cellular,wed,jul,4,438,1,failure,no
44,unknown,married,secondary,no,-1127,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
43,retired,married,tertiary,no,-1480,no,no,unknown,fri,feb,5,-1,0,nonexistent,no
56,blue-collar,single,primary,no,3168,no,no,unknown,wed,may,3,-1,0,nonexistent,no
46,management,married,primary,no,453,yes,no,cellular,fri,aug,3,-1,0,nonexistent,no
38,management,single,primary,no,1619,no,no,cellular,mon,jul,3,29,4,success,yes
54,blue-collar,married,tertiary,no,-449,no,no,cellular,fri,jun,4,-1,0,nonexistent,no
24,management,married,secondary,no,3322,yes,no,unknown,thu,jun,4,-1,0,nonexistent,no
35,retired,married,secondary,no,3604,yes,no,cellular,mon,nov,2,-1,0,nonexistent,no
30,management,married,secondary,no,-3000,no,no,unknown,mon,jul,3,-1,0,nonexistent,no
30,unknown,single,primary,no,6773,no,no,cellular,wed,nov,1,797,3,failure,yes
27,technician,single,secondary,no,-1060,no,no,telephone,fri,may,1,-1,0,nonexistent,no
61,admin,married,secondary,no,5790,yes,no,cellular,wed,aug,4,-1,0,nonexistent,no
28,retired,married,secondary,no,6129,no,no,unknown,tue,feb,6,-1,0,nonexistent,no
27,technician,single,secondary,no,1931,no,no,cellular,tue,jul,5,-1,0,nonexistent,no
41,unemployed,single,tertiary,no,2811,yes,no,cellular,mon,jul,2,-1,0,nonexistent,no
40,technician,divorced,tertiary,no,-63,no,no,cellular,tue,feb,3,-1,0,nonexistent,no
37,services,married,tertiary,no,-439,yes,no,cellular,mon,aug,2,-1,0,nonexistent,no
20,management,single,tertiary,no,448,no,no,cellular,thu,may,4,-1,0,nonexistent,no
23,admin,married,secondary,no,1646,yes,no,cellular,mon,aug,2,-1,0,nonexistent,no
23,management,married,secondary,no,-2571,no,no,unknown,mon,jul,2,-1,0,nonexistent,no
70,management,married,secondary,no,-2991,no,no,unknown,mon,jun,3,-1,0,nonexistent,no
21,student,married,secondary,no,-1577,no,no,unknown,thu,aug,5,-1,0,nonexistent,no
28,entrepreneur,divorced,tertiary,no,3924,no,no,cellular,tue,jun,3,-1,0,nonexistent,no
36,technician,married,primary,no,4616,no,no,unknown,wed,nov,3,-1,0,nonexistent,no
39,blue-collar,single,secondary,no,747,no,yes,unknown,tue,aug,2,-1,0,nonexistent,no
28,blue-collar,married,tertiary,no,2410,yes,no,unknown,fri,may,4,-1,0,nonexistent,no
50,management,single,primary,no,-3000,yes,no,cellular,thu,may,5,-1,0,nonexistent,no
33,blue-collar,single,tertiary,no,-3000,no,no,cellular,mon,nov,1,-1,0,nonexistent,no
37,admin,single,secondary,no,1469,no,no,unknown,fri,jun,2,-1,0,nonexistent,yes
25,technician,married,secondary,no,-3000,no,yes,unknown,thu,may,6,688,3,failure,no
32,admin,married,tertiary,no,1031,no,no,cellular,thu,jul,6,-1,0,nonexistent,no
36,blue-collar,single,secondary,no,-1292,no,no,cellular,wed,oct,3,-1,0,nonexistent,no
38,services,divorced,secondary,yes,178,no,yes,unknown,tue,nov,3,-1,0,nonexistent,no
61,blue-collar,married,primary,no,-130,no,no,cellular,thu,jul,1,-1,0,nonexistent,no
30,admin,divorced,unknown,no,2332,yes,no,cellular,fri,jan,2,-1,0,nonexistent,no
36,blue-collar,married,secondary,no,5,yes,no,unknown,thu,aug,2,762,1,success,no
45,retired,single,secondary,no,-1853,no,no,cellular,wed,jul,3,-1,0,nonexistent,yes
42,management,married,secondary,no,544,no,no,unknown,fri,nov,5,-1,0,nonexistent,no
70,blue-collar,single,tertiary,no,1216,no,no,cellular,mon,may,3,-1,0,nonexistent,yes
37,management,married,tertiary,no,-2608,yes,yes,cellular,thu,may,3,-1,0,nonexistent,no
47,retired,married,primary,no,-502,yes,no,cellular,fri,may,1,-1,0,nonexistent,no
46,technician,married,secondary,no,580,yes,no,cellular,mon,oct,1,124,2,failure,yes
35,management,married,secondary,no,391,yes,no,unknown,fri,may,6,-1,0,nonexistent,no
54,housemaid,married,tertiary,no,3659,yes,yes,cellular,tue,jul,2,538,2,failure,no
38,entrepreneur,divorced,primary,no,2271,no,no,unknown,tue,jun,2,-1,0,nonexistent,no
29,blue-collar,single,primary,no,-997,yes,no,cellular,mon,aug,5,598,2,failure,yes
37,admin,married,unknown,no,4645,no,no,cellular,tue,jul,5,-1,0,nonexistent,no
45,technician,single,secondary,no,4979,no,no,cellular,wed,may,2,-1,0,nonexistent,yes
45,blue-collar,married,primary,no,5193,no,no,cellular,thu,feb,5,-1,0,nonexistent,no
52,unemployed,single,secondary,no,169,no,no,cellular,thu,aug,3,-1,0,nonexistent,no
34,technician,married,secondary,no,1363,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
49,blue-collar,married,tertiary,no,-1314,no,no,cellular,wed,aug,1,245,1,success,no
37,unemployed,married,tertiary,no,2391,no,no,cellular,thu,aug,3,298,2,failure,no
28,blue-collar,married,secondary,no,-2552,no,yes,cellular,thu,aug,2,-1,0,nonexistent,yes
28,management,married,tertiary,no,-429,no,no,cellular,wed,jul,5,-1,0,nonexistent,no
33,student,married,secondary,no,-3000,yes,no,cellular,mon,jan,2,-1,0,nonexistent,no
53,blue-collar,married,secondary,no,3784,no,no,unknown,mon,jun,5,-1,0,nonexistent,no
33,housemaid,divorced,secondary,no,3810,yes,no,unknown,tue,jun,9,-1,0,nonexistent,no
39,blue-collar,married,secondary,no,-3000,no,no,unknown,mon,may,3,-1,0,nonexistent,no
38,management,married,secondary,no,5380,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
39,blue-collar,single,secondary,no,4616,no,no,telephone,wed,jun,3,-1,0,nonexistent,no
39,management,single,secondary,no,-486,yes,yes,cellular,wed,jul,4,-1,0,nonexistent,no
28,management,single,secondary,no,2655,yes,no,cellular,thu,may,2,-1,0,nonexistent,no
39,admin,single,tertiary,no,1647,no,yes,cellular,fri,may,5,-1,0,nonexistent,no
49,technician,married,secondary,no,2069,yes,no,cellular,wed,jan,2,-1,0,nonexistent,no
71,blue-collar,married,secondary,no,4986,no,no,unknown,mon,may,1,-1,0,nonexistent,no
41,management,married,unknown,no,3494,no,no,cellular,mon,may,3,-1,0,nonexistent,no
31,management,married,secondary,no,197,yes,no,cellular,tue,jun,4,-1,0,nonexistent,no
61,blue-collar,single,secondary,no,-2395,no,yes,telephone,tue,aug,3,-1,0,nonexistent,no
41,management,single,secondary,no,-2616,no,no,cellular,tue,aug,1,-1,0,nonexistent,no
27,technician,married,secondary,no,1116,yes,no,unknown,mon,may,4,-1,0,nonexistent,no
54,services,married,tertiary,no,1069,no,no,cellular,tue,jul,6,-1,0,nonexistent,no
43,self-employed,married,tertiary,no,-700,yes,yes,cellular,mon,may,3,-1,0,nonexistent,no
32,services,single,tertiary,no,2297,yes,no,cellular,thu,jul,6,-1,0,nonexistent,no
39,technician,married,secondary,no,282,yes,no,unknown,mon,jul,2,-1,0,nonexistent,no
28,management,single,secondary,no,-3000,yes,no,cellular,mon,may,2,-1,0,nonexistent,no
54,management,married,secondary,no,2112,yes,no,unknown,tue,jul,3,-1,0,nonexistent,no
27,technician,single,tertiary,no,2774,no,no,unknown,tue,mar,2,190,2,success,yes
31,management,married,secondary,no,3735,yes,no,cellular,fri,jun,3,-1,0,nonexistent,no
35,management,married,tertiary,no,-3000,yes,no,cellular,wed,may,4,784,2,failure,no
32,blue-collar,single,secondary,no,7172,no,yes,cellular,wed,jun,2,-1,0,nonexistent,no
44,admin,married,secondary,no,4357,no,no,cellular,thu,jun,4,-1,0,nonexistent,no
30,blue-collar,married,secondary,no,4880,yes,no,cellular,wed,jun,4,-1,0,nonexistent,no
30,services,divorced,tertiary,no,2925,yes,no,unknown,wed,aug,1,-1,0,nonexistent,no
32,technician,single,tertiary,no,-163,no,no,unknown,tue,jun,2,-1,0,nonexistent,no
40,housemaid,married,secondary,no,5712,no,no,unknown,tue,jun,3,-1,0,nonexistent,no
34,blue-collar,married,secondary,no,1741,no,yes,cellular,thu,may,5,-1,0,nonexistent,no
38,unemployed,married,tertiary,no,7834,yes,no,cellular,tue,jun,2,-1,0,nonexistent,no
32,blue-collar,married,unknown,yes,-122,yes,no,telephone,mon,jun,2,-1,0,nonexistent,no
72,services,married,primary,no,7312,no,no,cellular,fri,mar,8,-1,0,nonexistent,no
39,self-employed,single,secondary,no,-661,yes,yes,cellular,mon,nov,3,-1,0,nonexistent,no
45,blue-collar,married,secondary,no,184,yes,no,cellular,fri,jul,1,-1,0,nonexistent,no
33,services,single,secondary,no,3739,no,no,unknown,wed,jun,1,-1,0,nonexistent,no
35,entrepreneur,divorced,secondary,no,-3000,no,no,cellular,tue,may,4,-1,0,nonexistent,no
26,retired,married,tertiary,no,-2286,no,no,cellular,mon,feb,7,-1,0,nonexistent,no
40,technician,married,tertiary,no,1871,yes,no,cellular,tue,may,5,-1,0,nonexistent,no
57,technician,married,tertiary,no,953,no,no,telephone,wed,jun,4,227,2,failure,no
40,blue-collar,married,primary,no,2369,yes,no,cellular,wed,aug,4,-1,0,nonexistent,no
39,management,married,secondary,no,1774,no,no,cellular,wed,may,3,-1,0,nonexistent,no
51,management,single,tertiary,no,-1933,yes,no,cellular,fri,aug,6,-1,0,nonexistent,no
44,entrepreneur,married,primary,no,5243,no,yes,cellular,mon,aug,5,-1,0,nonexistent,no
22,management,single,tertiary,no,116,yes,no,cellular,thu,may,7,-1,0,nonexistent,no
45,blue-collar,married,tertiary,no,4390,no,no,cellular,thu,feb,3,663,2,other,no
50,entrepreneur,married,secondary,no,2169,no,no,cellular,wed,jun,5,-1,0,nonexistent,no
47,management,married,unknown,no,1096,yes,no,cellular,wed,jun,4,-1,0,nonexistent,no
31,management,divorced,primary,yes,3669,no,no,unknown,wed,may,5,-1,0,nonexistent,no
33,blue-collar,married,secondary,no,2525,yes,no,cellular,wed,may,1,-1,0,nonexistent,yes
52,management,married,secondary,no,5777,no,no,unknown,thu,may,5,-1,0,nonexistent,no
39,admin,single,secondary,no,5752,yes,yes,cellular,tue,aug,2,-1,0,nonexistent,no
21,unemployed,married,tertiary,no,2844,yes,no,cellular,tue,jul,2,-1,0,nonexistent,no
46,blue-collar,married,secondary,no,753,no,yes,unknown,wed,jul,3,-1,0,nonexistent,no
47,technician,married,secondary,no,3219,yes,no,cellular,tue,mar,2,-1,0,nonexistent,no
37,blue-collar,married,primary,no,-1193,no,no,unknown,wed,nov,2,718,3,failure,no
40,unemployed,single,tertiary,no,3426,no,yes,cellular,fri,nov,1,-1,0,nonexistent,no
33,blue-collar,married,tertiary,no,-1743,yes,no,cellular,thu,jun,3,-1,0,nonexistent,no
53,management,married,secondary,no,3342,no,no,telephone,wed,may,2,-1,0,nonexistent,no
38,technician,married,primary,no,2345,yes,no,cellular,thu,jan,5,-1,0,nonexistent,no
80,technician,married,tertiary,no,3434,yes,no,cellular,thu,jun,3,-1,0,nonexistent,yes
42,admin,single,tertiary,no,-3000,yes,no,cellular,wed,jun,2,-1,0,nonexistent,no
53,blue-collar,single,tertiary,no,450,no,yes,cellular,wed,jan,2,-1,0,nonexistent,no
55,management,married,tertiary,no,582,yes,yes,unknown,thu,oct,1,-1,0,nonexistent,yes
29,management,married,unknown,no,7496,no,yes,cellular,tue,nov,1,-1,0,nonexistent,no
56,blue-collar,single,secondary,no,1087,no,no,cellular,tue,apr,4,-1,0,nonexistent,no
39,technician,single,tertiary,no,6142,no,no,cellular,thu,jun,1,-1,0,nonexistent,no
44,management,married,secondary,no,-3000,yes,no,cellular,thu,jun,4,232,2,success,no
40,blue-collar,married,tertiary,no,485,yes,no,cellular,fri,nov,6,-1,0,nonexistent,no
24,services,married,primary,no,1722,yes,no,unknown,fri,apr,2,-1,0,nonexistent,no
55,technician,divorced,secondary,no,-1522,no,no,cellular,tue,nov,5,-1,0,nonexistent,no
36,admin,divorced,tertiary,no,879,yes,yes,cellular,wed,may,1,366,4,failure,no
34,management,divorced,secondary,no,5223,yes,yes,cellular,fri,jun,5,13,3,failure,no
44,admin,married,secondary,no,2970,no,no,unknown,mon,jan,2,370,2,success,no
53,technician,married,secondary,no,-2436,no,yes,telephone,mon,jul,7,-1,0,nonexistent,no
30,technician,married,secondary,no,6185,yes,no,cellular,thu,jul,4,-1,0,nonexistent,no
38,management,single,tertiary,no,247,yes,no,telephone,thu,aug,2,-1,0,nonexistent,no
49,technician,divorced,secondary,no,2511,no,no,unknown,fri,jul,4,-1,0,nonexistent,yes
35,housemaid,married,primary,no,-600,no,yes,cellular,thu,feb,7,-1,0,nonexistent,no
33,self-employed,married,unknown,no,1288,no,no,cellular,wed,jul,3,18,5,success,no
46,admin,married,secondary,no,-515,yes,yes,cellular,tue,may,3,-1,0,nonexistent,no
46,unemployed,married,secondary,yes,-1470,no,yes,cellular,wed,may,2,-1,0,nonexistent,no
43,services,married,tertiary,no,-1919,no,yes,unknown,tue,jan,6,-1,0,nonexistent,no
33,admin,single,secondary,no,-791,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
26,housemaid,married,tertiary,no,-3000,no,no,unknown,fri,nov,2,-1,0,nonexistent,no
24,entrepreneur,married,tertiary,no,2975,yes,no,cellular,wed,nov,5,-1,0,nonexistent,no
42,admin,married,secondary,no,4706,yes,no,cellular,wed,aug,4,-1,0,nonexistent,no
43,technician,married,secondary,no,6959,no,no,cellular,thu,jul,3,-1,0,nonexistent,no
46,services,married,tertiary,yes,11422,no,no,cellular,tue,may,1,-1,0,nonexistent,no
49,management,single,secondary,no,-930,no,yes,unknown,mon,jan,1,-1,0,nonexistent,no
31,services,married,secondary,no,1504,no,no,cellular,wed,may,5,-1,0,nonexistent,no
36,retired,single,secondary,no,1842,yes,no,unknown,wed,mar,1,-1,0,nonexistent,no
39,admin,married,unknown,no,2331,no,no,cellular,fri,jul,3,-1,0,nonexistent,no
32,admin,married,secondary,no,2140,no,no,cellular,wed,jul,2,-1,0,nonexistent,no
28,blue-collar,married,secondary,no,-3000,no,no,cellular,thu,jun,6,-1,0,nonexistent,no
37,housemaid,married,primary,no,2836,no,no,unknown,fri,may,2,-1,0,nonexistent,no
32,admin,divorced,primary,no,3771,yes,no,unknown,tue,jul,2,844,2,success,no
60,self-employed,married,unknown,yes,-512,yes,no,unknown,fri,oct,1,-1,0,nonexistent,no
37,management,married,secondary,no,3364,no,no,cellular,wed,aug,1,167,2,success,yes
28,blue-collar,single,tertiary,no,813,no,no,cellular,tue,jun,4,-1,0,nonexistent,no
44,student,married,unknown,no,458,yes,no,unknown,tue,may,1,606,4,success,no
53,technician,single,tertiary,no,5911,yes,no,cellular,fri,aug,1,-1,0,nonexistent,no
40,admin,single,secondary,no,5849,no,no,cellular,tue,sep,4,-1,0,nonexistent,no
32,blue-collar,married,tertiary,no,6760,yes,no,cellular,tue,apr,4,-1,0,nonexistent,no
33,admin,divorced,tertiary,no,-80,no,no,cellular,mon,may,3,-1,0,nonexistent,no
53,management,married,tertiary,no,3066,no,no,cellular,fri,jul,2,-1,0,nonexistent,no
57,self-employed,married,secondary,no,-3000,no,no,cellular,tue,nov,2,-1,0,nonexistent,no
56,housemaid,married,tertiary,no,3457,yes,no,cellular,fri,jun,1,-1,0,nonexistent,no
48,retired,married,tertiary,no,67,yes,no,unknown,wed,apr,4,-1,0,nonexistent,no
61,management,married,secondary,no,3616,yes,no,cellular,fri,jun,4,790,4,success,no
32,management,single,tertiary,no,4113,yes,yes,unknown,wed,nov,2,-1,0,nonexistent,yes
48,blue-collar,married,tertiary,no,18,yes,no,cellular,thu,may,4,-1,0,nonexistent,no
34,technician,married,tertiary,no,3908,yes,no,cellular,fri,jul,2,-1,0,nonexistent,no
26,management,single,secondary,no,-879,yes,no,telephone,thu,may,6,-1,0,nonexistent,no
27,technician,married,secondary,no,8754,no,no,cellular,thu,may,5,-1,0,nonexistent,yes
76,admin,married,secondary,no,-2376,no,no,unknown,thu,jul,4,-1,0,nonexistent,no
27,admin,married,tertiary,no,-3000,yes,yes,unknown,wed,dec,4,-1,0,nonexistent,no
37,technician,married,tertiary,no,-1226,yes,yes,cellular,mon,may,4,-1,0,nonexistent,no
37,technician,married,tertiary,no,1048,no,no,cellular,tue,jul,3,-1,0,nonexistent,no
53,retired,single,secondary,no,-3000,no,no,cellular,wed,nov,2,-1,0,nonexistent,no
35,housemaid,married,unknown,no,-2525,no,no,unknown,mon,may,2,-1,0,nonexistent,no
41,technician,divorced,secondary,yes,1523,no,no,unknown,fri,aug,4,-1,0,nonexistent,no
38,management,divorced,secondary,no,1435,no,no,cellular,wed,feb,4,165,2,success,no
34,management,married,tertiary,no,-2188,yes,no,unknown,mon,may,4,-1,0,nonexistent,no
42,management,single,secondary,no,-3000,yes,yes,cellular,thu,feb,4,-1,0,nonexistent,no
36,admin,married,secondary,no,-356,yes,yes,cellular,thu,jul,2,-1,0,nonexistent,no
34,management,married,primary,no,1429,yes,no,cellular,tue,jul,4,-1,0,nonexistent,no
48,management,married,secondary,no,5070,yes,no,cellular,tue,aug,3,-1,0,nonexistent,no
30,management,married,tertiary,no,1460,yes,no,unknown,thu,mar,3,-1,0,nonexistent,no
58,self-employed,married,tertiary,no,255,no,no,cellular,mon,jul,6,-1,0,nonexistent,no
45,admin,single,tertiary,no,-527,no,no,cellular,tue,jun,3,-1,0,nonexistent,no
49,services,married,primary,no,-985,no,no,cellular,tue,mar,3,-1,0,nonexistent,no
31,management,divorced,tertiary,no,1374,no,no,telephone,mon,feb,3,-1,0,nonexistent,no
24,management,married,tertiary,no,4566,yes,no,unknown,fri,aug,3,-1,0,nonexistent,no
31,management,married,secondary,no,-3000,yes,no,cellular,thu,nov,5,-1,0,nonexistent,no
27,unemployed,married,secondary,no,2088,no,no,cellular,fri,jul,6,-1,0,nonexistent,no
39,technician,single,primary,no,-3000,no,no,cellular,mon,may,2,-1,0,nonexistent,yes
38,management,married,secondary,no,4528,yes,no,cellular,mon,jan,3,887,1,failure,no
26,housemaid,divorced,secondary,no,-133,no,no,unknown,thu,may,2,-1,0,nonexistent,no
43,blue-collar,married,secondary,no,1688,no,no,cellular,tue,aug,6,-1,0,nonexistent,no
37,management,married,tertiary,no,4953,yes,no,unknown,mon,jul,5,53,1,other,no
30,admin,married,tertiary,no,-1880,no,no,unknown,mon,may,3,-1,0,nonexistent,no
28,management,married,secondary,no,2767,no,no,cellular,wed,jul,3,-1,0,nonexistent,no
36,technician,married,primary,no,-413,no,no,cellular,fri,jun,2,234,3,failure,no
30,services,divorced,primary,no,6267,no,no,cellular,fri,aug,2,-1,0,nonexistent,yes
43,technician,married,unknown,no,3163,yes,no,cellular,thu,jul,3,693,2,failure,no
62,blue-collar,single,primary,no,-1126,no,no,cellular,fri,may,4,-1,0,nonexistent,no
48,blue-collar,single,secondary,no,1276,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
30,student,divorced,secondary,no,-1407,yes,no,cellular,wed,may,5,-1,0,nonexistent,no
63,technician,married,secondary,no,-381,no,no,cellular,wed,aug,1,-1,0,nonexistent,no
34,self-employed,married,tertiary,no,2461,yes,yes,cellular,mon,nov,2,-1,0,nonexistent,no
65,blue-collar,divorced,tertiary,no,-2748,no,no,unknown,mon,may,3,-1,0,nonexistent,yes
56,services,married,secondary,no,-2463,no,no,cellular,wed,jul,1,-1,0,nonexistent,no
36,services,divorced,tertiary,no,4643,no,no,cellular,mon,nov,2,-1,0,nonexistent,no
28,management,married,secondary,no,222,no,no,cellular,wed,may,5,-1,0,nonexistent,no
54,unemployed,married,primary,no,1582,yes,yes,telephone,thu,jul,4,-1,0,nonexistent,no
40,blue-collar,single,tertiary,no,3480,no,no,cellular,fri,jul,2,-1,0,nonexistent,yes
37,technician,single,secondary,no,2334,no,no,unknown,wed,may,2,-1,0,nonexistent,no
37,management,married,secondary,no,1464,yes,no,cellular,fri,apr,1,-1,0,nonexistent,no
43,blue-collar,married,primary,no,-1748,yes,no,cellular,fri,nov,2,-1,0,nonexistent,no
52,retired,single,tertiary,no,-2562,yes,no,cellular,wed,jul,3,-1,0,nonexistent,no
26,blue-collar,single,secondary,no,4228,no,no,cellular,wed,oct,6,-1,0,nonexistent,yes
40,blue-collar,single,secondary,no,3040,yes,yes,unknown,tue,may,3,554,2,success,no
32,student,married,tertiary,no,4370,no,yes,cellular,thu,jul,2,-1,0,nonexistent,no
30,services,single,tertiary,no,-844,yes,no,cellular,wed,dec,4,-1,0,nonexistent,no
40,blue-collar,married,primary,no,1360,no,no,cellular,mon,may,3,-1,0,nonexistent,no
41,admin,divorced,unknown,no,987,yes,no,cellular,tue,jul,4,-1,0,nonexistent,no
37,blue-collar,married,primary,no,1686,no,yes,cellular,tue,may,3,-1,0,nonexistent,no
40,blue-collar,married,secondary,no,-2154,yes,no,cellular,tue,aug,2,-1,0,nonexistent,no
45,blue-collar,married,secondary,no,2661,yes,yes,cellular,mon,aug,3,-1,0,nonexistent,no
40,management,married,secondary,no,-3000,yes,yes,cellular,tue,jul,3,-1,0,nonexistent,no
29,housemaid,married,primary,no,2957,no,no,unknown,tue,aug,5,-1,0,nonexistent,yes
36,management,single,primary,no,1900,yes,no,cellular,tue,feb,5,-1,0,nonexistent,no
33,management,married,secondary,no,-789,no,yes,unknown,wed,may,3,-1,0,nonexistent,no
33,housemaid,single,secondary,no,5474,yes,no,unknown,thu,jul,3,-1,0,nonexistent,no
47,management,married,tertiary,no,4888,yes,yes,unknown,thu,feb,5,-1,0,nonexistent,no
47,management,single,tertiary,no,807,yes,no,cellular,tue,may,2,-1,0,nonexistent,no
23,admin,single,secondary,no,6422,no,no,cellular,mon,nov,3,-1,0,nonexistent,yes
42,management,single,secondary,no,3745,yes,no,cellular,wed,jun,5,-1,0,nonexistent,no
34,blue-collar,married,secondary,no,3445,yes,no,cellular,mon,jun,2,-1,0,nonexistent,no
54,blue-collar,married,primary,no,8884,yes,no,unknown,thu,feb,1,263,2,failure,no
39,admin,single,secondary,no,-939,no,no,cellular,mon,may,3,-1,0,nonexistent,no
38,technician,married,secondary,no,-1636,yes,no,cellular,tue,aug,6,-1,0,nonexistent,no
43,blue-collar,married,primary,no,3751,no,no,cellular,thu,feb,2,-1,0,nonexistent,no
39,management,single,tertiary,no,-1718,yes,no,unknown,fri,jul,3,-1,0,nonexistent,no
28,technician,married,secondary,no,2018,no,no,cellular,wed,may,2,63,1,other,no
44,technician,single,secondary,no,-107,yes,no,unknown,mon,jul,3,-1,0,nonexistent,no
41,technician,single,primary,no,-3000,yes,no,cellular,fri,may,4,-1,0,nonexistent,no
25,management,married,secondary,no,-761,yes,no,unknown,wed,may,4,428,2,success,no
47,technician,married,tertiary,no,-114,no,no,unknown,tue,may,3,175,3,other,no
24,technician,divorced,secondary,no,3380,no,no,cellular,tue,jan,4,-1,0,nonexistent,yes
43,admin,single,tertiary,no,-1096,yes,no,cellular,thu,may,7,-1,0,nonexistent,no
36,management,married,tertiary,no,4812,no,no,cellular,thu,jul,4,-1,0,nonexistent,no
48,student,married,secondary,no,246,no,yes,cellular,tue,nov,4,2,2,success,no
51,management,married,unknown,no,2267,no,no,cellular,wed,nov,3,-1,0,nonexistent,yes
34,blue-collar,married,secondary,no,-2697,yes,no,cellular,tue,may,4,-1,0,nonexistent,no
36,self-employed,married,secondary,no,1978,yes,no,unknown,thu,aug,3,-1,0,nonexistent,no
67,technician,divorced,secondary,no,1572,no,no,unknown,wed,aug,4,-1,0,nonexistent,no
35,retired,married,secondary,no,-3000,no,yes,cellular,thu,oct,1,-1,0,nonexistent,no
45,technician,single,secondary,no,423,yes,no,cellular,thu,jun,6,699,4,failure,no
29,management,divorced,secondary,no,-841,yes,no,unknown,tue,mar,2,-1,0,nonexistent,no
21,self-employed,married,unknown,no,-1814,no,no,cellular,mon,jan,2,-1,0,nonexistent,no
25,services,single,tertiary,no,444,yes,no,cellular,fri,jul,2,-1,0,nonexistent,no
25,entrepreneur,divorced,primary,no,1643,no,no,cellular,thu,feb,4,608,1,success,yes
29,blue-collar,divorced,secondary,no,1450,yes,no,unknown,thu,feb,1,-1,0,nonexistent,yes
