Customer_ID,Age,Gender,Marital_Status,Employment_Type,Occupation_Category,Annual_Income,Education_Level,Residential_Status,Years_At_Address,Region,Customer_Since_Days,Credit_Bureau_Score,Delinquency_Count_24m,Bankruptcy_Flag,Num_Credit_Inquiries_6m,Total_Debt,Debt_To_Income_Bureau,Oldest_Credit_Line_Years,Num_Bureau_Tradelines,Secondary_Phone,Alt_Email_Domain,LinkedIn_Verified,Referral_Code,Social_Media_Score,Preferred_Language,Secondary_Address_City,Emergency_Contact_Provided,Marketing_Opt_In_Channel,Employer_Verified_Source
897393,37,Female,Married,Salaried,Management,37103.08,High School,Own,2.1,South,324,688.0,0.0,0.0,1.0,11615.64,0.313,19.1,3.0,,,0,,14.3,Spanish,,,,
897394,49,Other,Married,Salaried,Service,47689.55,High School,Mortgage,14.8,South,483,,,,,,,,,,,1,,,English,,,,
897395,43,Other,Widowed,Salaried,Service,42976.67,Bachelors,Own,7.1,South,696,,,,,,,,,,,,,,English,,,,
897396,28,Male,Married,Salaried,Sales,82398.47,Masters,Mortgage,1.9,Midwest,258,579.0,1.0,0.0,2.0,8179.75,0.099,1.7,4.0,,,,REF731742,34.0,,,,,
897397,34,Female,Single,Retired,Skilled Trade,13252.72,Masters,Own,4.2,Midwest,2707,,,,,,,,,,other,,,,,,,,
897398,19,Male,Married,Salaried,Service,114324.04,Bachelors,Mortgage,5.0,Midwest,1372,575.0,0.0,0.0,2.0,18123.62,0.159,4.9,7.0,,,0,,,English,,,,
897399,38,Female,Married,Salaried,Service,87349.85,Bachelors,Rent,5.5,South,2052,,,,,,,,,,,,,14.5,,,,,
897400,26,Female,Single,Salaried,Skilled Trade,,Bachelors,Rent,3.3,Midwest,3094,,,,,,,,,,,,,26.5,,,,,
897401,45,Female,Single,Unemployed,Professional,,Bachelors,Own,4.2,South,5483,,,,,,,,,,,,,,,,,,
897402,46,Male,Single,Retired,Other,45504.27,High School,Living with Family,9.8,Midwest,638,,,,,,,,,,yahoo,,,37.5,,,,Email,ThirdParty
897403,63,Female,Married,Unemployed,Professional,10295.72,High School,Mortgage,7.5,West,1328,,,,,,,,,,,,,,,,,,
897404,47,Female,Divorced,Self-Employed,Professional,30915.81,Masters,Rent,0.1,Northeast,2566,,,,,,,,,,,,,,Spanish,,,Email,
897405,30,Female,Married,Salaried,Other,42421.94,Masters,Rent,20.8,Midwest,4017,,,,,,,,,,,,REF505755,,,,,SMS,
897406,45,Other,Married,Salaried,Skilled Trade,81782.15,Bachelors,Mortgage,4.0,Midwest,534,730.0,0.0,0.0,2.0,3915.21,0.048,8.1,5.0,,,,,,,,,SMS,
897407,37,Female,Single,Salaried,Other,37038.2,Doctorate,Mortgage,0.4,Midwest,2436,585.0,0.0,0.0,1.0,17169.78,0.464,14.9,4.0,,,,,68.4,,,,,
897408,46,Male,Married,Salaried,Professional,21255.47,Bachelors,Own,2.6,South,331,719.0,0.0,0.0,0.0,4580.7,0.216,25.3,3.0,,,,,,,,,,
897409,46,Male,Married,Self-Employed,Other,25790.38,Bachelors,Own,6.3,West,1006,651.0,0.0,0.0,2.0,15111.58,0.586,2.0,5.0,,,,,,,,,,
897410,23,Female,Married,Salaried,Skilled Trade,,Masters,Rent,2.7,Northeast,12,,,,,,,,,,,,,,,,,,
897411,41,Male,Married,Salaried,Professional,63788.17,High School,Mortgage,2.3,South,2510,833.0,0.0,0.0,0.0,3728.14,0.058,1.0,5.0,,,,,,,,,,
897412,54,Male,Married,Self-Employed,Management,79007.47,High School,Own,3.1,South,302,698.0,0.0,0.0,1.0,3262.43,0.041,17.6,2.0,,,,,57.1,English,,,,
897413,25,Male,Divorced,Unemployed,Other,7330.61,Bachelors,Rent,3.2,South,514,,,,,,,,,,,,,91.0,,,1,,
897414,50,Female,Single,Retired,Management,17570.89,Masters,Rent,0.8,South,167,,,,,,,,,,,1,,,,,,,
897415,48,Female,Single,Unemployed,Service,11112.21,High School,Rent,3.2,Midwest,396,,,,,,,,,,,,,46.0,,City_C,,Email,
897416,49,Male,Single,Salaried,Professional,,Masters,Own,4.3,South,54,,,,,,,,,,,,,,English,,1,,
897417,39,Male,Divorced,Self-Employed,Professional,27169.75,High School,Mortgage,2.7,Northeast,1764,684.0,0.0,0.0,1.0,31966.94,1.177,12.0,5.0,XXX-XXX-3593,,,,,,,,,Payroll
897418,47,Female,Single,Student,Service,,Doctorate,Own,3.3,West,873,,,,,,,,,,,,,81.5,English,City_A,0,,
897419,45,Female,Single,Retired,Other,13766.62,Bachelors,Mortgage,2.1,Northeast,645,589.0,0.0,0.0,1.0,22847.4,1.66,31.3,2.0,,,,,,,,,,
897420,32,Male,Single,Salaried,Other,32744.77,Masters,Own,6.4,Northeast,1506,814.0,0.0,0.0,0.0,8594.17,0.262,5.6,5.0,,,,,,English,,,,
897421,37,Male,Divorced,Salaried,Other,141392.87,Masters,Rent,14.0,West,1320,700.0,1.0,0.0,2.0,9619.49,0.068,1.1,6.0,XXX-XXX-1722,yahoo,,,76.9,,,0,,
897422,28,Female,Divorced,Salaried,Service,,High School,Rent,1.5,Midwest,1949,850.0,0.0,0.0,1.0,13098.71,,14.4,4.0,,other,,,57.5,English,,,,
897423,31,Male,Married,Self-Employed,Professional,65806.91,Bachelors,Rent,0.1,South,1011,747.0,1.0,0.0,1.0,45320.2,0.689,2.9,3.0,,,,,,,,1,,Payroll
897424,49,Male,Married,Salaried,Sales,35785.69,Bachelors,Mortgage,1.5,West,1321,,,,,,,,,,,,,,English,,,,
897425,35,Male,Single,Salaried,Professional,139071.91,Bachelors,Own,9.6,South,251,,,,,,,,,,,,,,,,,SMS,
897426,57,Male,Widowed,Retired,Other,,Bachelors,Own,2.2,Northeast,2981,,,,,,,,,,,,,,,,,,SelfReported
897427,24,Male,Married,Salaried,Management,36864.68,Bachelors,Rent,0.3,West,1335,,,,,,,,,,,,,,English,,,,
897428,44,Female,Single,Student,Skilled Trade,,Bachelors,Own,6.6,South,1336,813.0,0.0,0.0,1.0,10275.59,,3.2,4.0,,,,,,,,,,
897429,26,Male,Married,Self-Employed,Sales,59884.32,Bachelors,Mortgage,2.8,South,3026,,,,,,,,,,,,REF343497,18.9,,,,,
897430,43,Male,Married,Retired,Service,,High School,Own,0.4,Midwest,283,712.0,0.0,0.0,1.0,8940.25,,13.8,1.0,,,,,,English,,,,
897431,79,Female,Married,Salaried,Other,47578.13,Bachelors,Mortgage,3.7,Northeast,2621,714.0,1.0,0.0,0.0,6595.68,0.139,2.5,3.0,,,,REF749694,,,,,,
897432,17,Female,Divorced,Salaried,Service,41773.14,Bachelors,Rent,0.5,Midwest,2609,680.0,0.0,0.0,0.0,11333.43,0.271,12.4,3.0,,,,,,,,,Email,
897433,37,Female,Married,Salaried,Service,261048.48,Masters,Own,1.4,Midwest,51,,,,,,,,,,,,,,,,,,
897434,50,Male,Married,Unemployed,Professional,13049.97,Bachelors,Own,5.3,West,10,,,,,,,,,,other,,,,Spanish,,,,
897435,56,Female,Single,Self-Employed,Service,92310.42,Masters,Rent,3.1,Northeast,37,,,,,,,,,,,,,94.1,,,,,ThirdParty
897436,47,Male,Divorced,Salaried,Skilled Trade,59449.13,Bachelors,Mortgage,2.5,Midwest,3606,,,,,,,,,,,,,,,,,SMS,ThirdParty
897437,50,Female,Widowed,Salaried,Professional,37752.58,Bachelors,Mortgage,13.5,Midwest,3466,,,,,,,,,XXX-XXX-3592,,,,,,,,,
897438,40,Male,Married,Salaried,Service,46937.65,Bachelors,Own,1.2,West,542,,,,,,,,,,,,,,,,,,
897439,25,Male,Married,Salaried,Other,68082.84,Doctorate,Own,0.7,West,3975,615.0,0.0,0.0,1.0,66335.14,0.974,10.9,4.0,,,,,,,,,None,
897440,61,Female,Married,Salaried,Other,31930.71,Bachelors,Mortgage,3.1,West,657,569.0,0.0,0.0,1.0,10380.49,0.325,3.8,3.0,,,,,,,,,,
897441,53,Male,Married,Unemployed,Service,,Bachelors,Mortgage,6.2,Midwest,321,,,,,,,,,,,,,,,,,,
897442,34,Female,Divorced,Salaried,Professional,51773.62,Bachelors,Mortgage,0.0,West,2927,,,,,,,,,XXX-XXX-5316,,,,,,,,,Payroll
897443,52,Female,Single,Self-Employed,Skilled Trade,66714.03,Masters,Own,4.1,West,8,849.0,0.0,0.0,0.0,4098.0,0.061,11.2,5.0,,,,,,English,,0,Email,ThirdParty
897444,33,Other,Married,Retired,Professional,68385.71,High School,Rent,8.4,West,764,,,,,,,,,,,,,,,,,,Payroll
897445,42,Female,Married,Salaried,Professional,109741.46,Bachelors,Rent,9.0,Midwest,891,,,,,,,,,,,,,,,,,,
897446,26,Female,Divorced,Retired,Professional,,Bachelors,Own,4.2,Northeast,3380,710.0,0.0,0.0,1.0,64548.19,,29.4,4.0,,outlook,,REF595981,,,,1,,
897447,54,Male,Single,Self-Employed,Service,60092.07,Doctorate,Rent,2.7,Northeast,1762,715.0,0.0,0.0,1.0,10345.43,0.172,2.4,5.0,,,1,,71.9,,,,,SelfReported
897448,39,Male,Single,Salaried,Sales,,Masters,Mortgage,2.2,South,858,,,,,,,,,,,,,,,,,,
897449,38,Male,Married,Salaried,Professional,55506.38,Masters,Own,4.5,South,1495,675.0,0.0,0.0,1.0,4758.97,0.086,0.9,5.0,,,,,24.2,,City_C,,,
897450,21,Female,Married,Salaried,Sales,34195.02,Masters,Own,1.2,Midwest,213,637.0,2.0,0.0,4.0,18318.55,0.536,3.0,2.0,,,,,,,,,,
897451,12,Other,Married,Self-Employed,Skilled Trade,29824.31,Bachelors,Rent,2.3,Northeast,1076,590.0,0.0,0.0,0.0,10311.86,0.346,9.7,5.0,,,1,,,,,,,
897452,51,Female,Married,Unemployed,Management,3079.73,Bachelors,Rent,1.7,South,242,774.0,0.0,1.0,2.0,27884.11,9.054,23.4,6.0,XXX-XXX-5091,outlook,,,,,,,,
897453,70,Female,Married,Salaried,Professional,60541.34,Masters,Mortgage,10.8,West,186,,,,,,,,,,,,,,Spanish,,,,SelfReported
897454,28,Female,Married,Salaried,Professional,63639.73,Bachelors,Rent,5.3,Midwest,2198,767.0,0.0,0.0,0.0,1700.32,0.027,4.5,5.0,,,,REF561107,16.3,English,,,,
897455,24,Female,Married,Salaried,Service,73290.41,High School,Own,6.9,West,668,700.0,1.0,0.0,2.0,14533.51,0.198,2.6,6.0,XXX-XXX-8907,,,REF260483,,English,,,Email,
897456,56,Male,Widowed,Unemployed,Skilled Trade,16036.53,High School,Rent,14.8,Northeast,1464,577.0,0.0,0.0,0.0,1406.9,0.088,5.3,3.0,,,,,6.6,,,,,
897457,43,Male,Single,Salaried,Management,53092.52,Masters,Own,9.0,West,697,723.0,1.0,0.0,0.0,11173.25,0.21,0.5,4.0,,,,,,English,,1,Email,
897458,41,Male,Divorced,Student,Service,2775.31,Bachelors,Rent,0.4,Midwest,124,669.0,0.0,0.0,0.0,16806.08,6.056,0.3,2.0,XXX-XXX-2690,,0,,,,,,,
897459,32,Female,Married,Salaried,Professional,9404.45,Masters,Living with Family,0.2,Midwest,246,707.0,1.0,0.0,1.0,5678.77,0.604,5.1,3.0,,,,,,English,,,,SelfReported
897460,53,Other,Married,Salaried,Management,,Bachelors,Rent,4.8,West,912,699.0,0.0,0.0,1.0,37499.21,,11.7,5.0,,,,,,,,,,
897461,34,Female,Married,Self-Employed,Professional,23847.4,Bachelors,Mortgage,1.3,West,1506,,,,,,,,,,,1,,,,City_D,,Email,
897462,33,Female,Married,Unemployed,Service,11165.37,High School,Own,9.4,Midwest,150,,,,,,,,,XXX-XXX-5974,,,,,,,,,
897463,48,Female,Single,Salaried,Service,54577.57,Bachelors,Own,1.0,South,43,,,,,,,,,,,,,,,,,,
897464,70,Male,Single,Self-Employed,Professional,73417.68,Bachelors,Own,5.3,West,885,,,,,,,,,,,,,,,,0,,
897465,59,Male,Single,Student,Skilled Trade,,Bachelors,Mortgage,0.2,Midwest,26,,,,,,,,,,,,REF570857,,,,,,
897466,39,Male,Single,Salaried,Other,125717.06,Masters,Mortgage,12.3,West,2141,,,,,,,,,,,,,,,City_B,1,,
897467,67,Male,Single,Salaried,Sales,,High School,Own,2.9,Northeast,413,,,,,,,,,,,,,,English,,,,
897468,41,Female,Married,Salaried,Service,46733.21,Bachelors,Rent,6.5,West,291,713.0,0.0,0.0,0.0,17715.49,0.379,5.5,0.0,XXX-XXX-9056,,,,,,,,,
897469,42,Male,Married,Student,Service,,Doctorate,Own,10.6,Northeast,2707,,,,,,,,,,,,,,,,,,
897470,44,Female,Married,Salaried,Skilled Trade,20442.35,High School,Own,2.5,Midwest,351,751.0,1.0,0.0,1.0,1379.37,0.067,9.2,4.0,,,,,66.5,,,,,
897471,41,Female,Married,Salaried,Professional,22480.82,Bachelors,Mortgage,3.0,Midwest,3076,687.0,1.0,0.0,4.0,3599.93,0.16,4.3,6.0,,,1,,96.8,,,,,
897472,41,Female,Married,Salaried,Skilled Trade,87195.74,Doctorate,Living with Family,1.1,Northeast,24,,,,,,,,,XXX-XXX-1405,,,,,,,0,,
897473,43,Male,Divorced,Unemployed,Management,4609.51,Masters,Rent,3.4,South,655,,,,,,,,,,,,,,,,0,,
897474,53,Female,Married,Salaried,Professional,53792.02,High School,Living with Family,3.4,South,566,752.0,0.0,0.0,3.0,6702.79,0.125,4.4,8.0,XXX-XXX-4929,,0,,,,,,,
897475,53,Female,Married,Self-Employed,Professional,,Masters,Mortgage,0.2,West,220,584.0,0.0,0.0,1.0,4364.8,,22.1,2.0,,gmail,,,,,,,,
897476,53,Female,Married,Self-Employed,Other,21543.68,Bachelors,Mortgage,2.4,South,56,710.0,0.0,0.0,0.0,11015.76,0.511,18.5,3.0,,,,,,,,,,
897477,84,Male,Married,Salaried,Skilled Trade,65131.86,Doctorate,Rent,2.9,West,1317,,,,,,,,,,,,,,,,,SMS,
897478,50,Other,Single,Self-Employed,Skilled Trade,38945.97,High School,Rent,1.1,South,502,673.0,0.0,1.0,3.0,10888.19,0.28,13.6,3.0,,,,,,,,,,
897479,64,Female,Single,Salaried,Management,32509.23,Bachelors,Mortgage,2.0,West,529,700.0,3.0,0.0,0.0,34503.6,1.061,13.6,2.0,XXX-XXX-5281,,,,,,,,,
897480,61,Female,Single,Self-Employed,Skilled Trade,46040.63,Bachelors,Rent,0.7,South,332,762.0,0.0,0.0,1.0,17579.59,0.382,4.4,7.0,,,,,,,,,,
897481,41,Female,Single,Salaried,Professional,33402.86,High School,Own,8.3,West,115,634.0,0.0,0.0,1.0,5074.72,0.152,1.7,5.0,,yahoo,,,,,,0,,
897482,23,Male,Married,Retired,Professional,58297.25,High School,Mortgage,6.4,Northeast,912,702.0,0.0,0.0,1.0,5943.51,0.102,0.5,4.0,XXX-XXX-8644,,,,12.4,,,,,
897483,42,Male,Married,Retired,Skilled Trade,76512.45,Doctorate,Own,0.8,South,1465,695.0,1.0,0.0,1.0,8613.48,0.113,9.7,5.0,,,,,,,,0,,
897484,40,Male,Single,Salaried,Management,60790.62,High School,Own,14.1,Northeast,971,,,,,,,,,,,,,21.0,,,,,
897485,61,Female,Single,Salaried,Professional,67351.21,High School,Rent,1.1,Northeast,1130,647.0,0.0,0.0,3.0,12608.58,0.187,1.3,3.0,,,,,,,,1,,
897486,62,Female,Married,Salaried,Other,,Masters,Mortgage,0.1,West,1417,671.0,0.0,0.0,0.0,16290.65,,1.7,2.0,,,,,,,,,,
897487,41,Female,Single,Salaried,Skilled Trade,107539.49,Bachelors,Rent,1.3,South,1279,647.0,0.0,0.0,3.0,17728.93,0.165,5.0,2.0,,,,,,,,1,,SelfReported
897488,56,Female,Single,Salaried,Management,,Doctorate,Mortgage,2.0,Northeast,1056,570.0,2.0,0.0,1.0,5410.35,,8.2,7.0,,,,,,,City_C,,,
897489,35,Female,Single,Salaried,Management,56988.29,Bachelors,Own,1.0,Northeast,520,589.0,0.0,0.0,0.0,8059.61,0.141,0.5,2.0,,,,,,,,,,ThirdParty
897490,40,Female,Married,Salaried,Service,39252.58,High School,Mortgage,1.6,South,279,620.0,4.0,0.0,0.0,6334.84,0.161,7.6,2.0,,,,,,,,,,
897491,30,Female,Divorced,Salaried,Management,,High School,Rent,0.4,South,98,718.0,0.0,0.0,3.0,3171.34,,2.1,7.0,,outlook,,,,,,,SMS,
897492,22,Female,Married,Salaried,Management,226298.44,Masters,Own,20.0,South,2601,637.0,0.0,0.0,0.0,6166.66,0.027,18.6,5.0,,,1,,,English,City_D,,,
897493,29,Female,Married,Retired,Service,41549.39,Doctorate,Mortgage,3.4,West,1854,,,,,,,,,,,,,,,,,,
897494,40,Male,Married,Self-Employed,Skilled Trade,,Bachelors,Own,0.7,Midwest,754,626.0,0.0,0.0,2.0,6152.61,,2.4,4.0,,,,,,,,,,
897495,48,Male,Single,Salaried,Management,11295.0,High School,Mortgage,4.0,Northeast,2181,778.0,0.0,0.0,1.0,3634.85,0.322,8.5,6.0,XXX-XXX-1518,yahoo,,,,,,,,ThirdParty
897496,28,Female,Married,Student,Other,8097.07,Masters,Own,1.2,South,608,637.0,0.0,1.0,1.0,33654.86,4.156,6.2,5.0,,,,,,,,,,
897497,31,Male,Married,Self-Employed,Professional,76522.11,Masters,Living with Family,2.5,West,1017,649.0,1.0,0.0,0.0,22068.0,0.288,0.4,7.0,,,,,84.1,,,,,
897498,31,Female,Divorced,Salaried,Service,30685.58,Masters,Living with Family,1.0,South,22,657.0,0.0,0.0,2.0,5976.03,0.195,8.1,3.0,,,,,82.2,,,,,
897499,63,Female,Married,Salaried,Service,104429.74,Bachelors,Rent,4.2,West,472,535.0,0.0,0.0,1.0,18904.14,0.181,4.2,3.0,,,,,,,,,,
897500,46,Female,Married,Retired,Professional,,High School,Mortgage,2.0,South,772,690.0,0.0,0.0,0.0,6874.05,,24.9,4.0,,,,REF773624,,,,,,
897501,50,Female,Married,Salaried,Sales,164667.49,Masters,Rent,0.6,Midwest,598,806.0,0.0,0.0,5.0,6049.18,0.037,2.9,2.0,,,,,,,,,,
897502,55,Female,Single,Self-Employed,Management,70468.11,Bachelors,Rent,18.7,West,4,691.0,1.0,0.0,1.0,20182.33,0.286,1.4,2.0,,,,,,,,1,,
897503,18,Female,Married,Self-Employed,Skilled Trade,42827.46,Bachelors,Mortgage,2.1,West,1383,659.0,0.0,0.0,1.0,11123.62,0.26,0.8,6.0,,,,,,,,,,
897504,40,Female,Married,Salaried,Management,21473.49,Bachelors,Rent,0.8,South,96,590.0,0.0,0.0,2.0,12091.31,0.563,8.8,3.0,,,,REF501598,,Other,City_C,,Email,
897505,32,Male,Married,Retired,Professional,77319.97,High School,Own,10.7,Northeast,108,,,,,,,,,,,,,16.3,,,,,
897506,35,Male,Divorced,Unemployed,Professional,8420.17,Bachelors,Mortgage,1.8,South,1165,,,,,,,,,,,,,,,,,,
897507,61,Female,Single,Unemployed,Skilled Trade,,High School,Mortgage,12.4,Northeast,607,690.0,0.0,0.0,0.0,1677.54,,7.0,4.0,,,,,,,,,,
897508,57,Other,Single,Salaried,Service,53517.59,Bachelors,Mortgage,11.4,South,172,671.0,0.0,0.0,1.0,6667.56,0.125,4.4,5.0,,,,,72.7,,,,,
897509,28,Female,Divorced,Salaried,Professional,84529.64,Masters,Living with Family,0.2,Northeast,1222,,,,,,,,,XXX-XXX-1634,,,,,,,,,
897510,23,Male,Divorced,Self-Employed,Skilled Trade,30118.23,Bachelors,Mortgage,5.4,South,35,610.0,0.0,0.0,1.0,4968.97,0.165,3.5,5.0,,,,,,,,,,
897511,39,Male,Married,Salaried,Service,30092.8,Bachelors,Living with Family,17.1,Midwest,995,591.0,2.0,0.0,0.0,9318.39,0.31,4.1,5.0,,,0,,,,City_D,0,,
897512,51,Female,Divorced,Salaried,Sales,63627.03,High School,Mortgage,21.4,South,1997,690.0,1.0,0.0,1.0,5173.34,0.081,2.9,4.0,XXX-XXX-7533,,,,,,,0,,
897513,38,Male,Single,Salaried,Sales,33120.6,Bachelors,Living with Family,0.2,South,303,850.0,0.0,0.0,2.0,5039.31,0.152,2.5,4.0,,,,,,Other,,,,
897514,42,Male,Married,Salaried,Professional,51648.3,Masters,Living with Family,9.5,Midwest,2798,775.0,1.0,0.0,0.0,20445.52,0.396,0.3,3.0,XXX-XXX-6757,,,,,,,,,
897515,69,Male,Single,Self-Employed,Service,38705.44,Bachelors,Rent,5.0,West,169,,,,,,,,,,yahoo,,,,,,,,
897516,36,Female,Single,Salaried,Sales,,Bachelors,Rent,6.5,West,4059,650.0,1.0,0.0,2.0,53177.29,,8.7,9.0,,,,,,,,1,,
897517,52,Male,Married,Unemployed,Professional,,Bachelors,Mortgage,0.6,West,372,771.0,0.0,0.0,2.0,10842.47,,10.9,4.0,,,,REF308062,,,,,,
897518,47,Male,Married,Retired,Professional,,High School,Mortgage,1.2,South,968,,,,,,,,,XXX-XXX-3672,,,,,,,,None,
897519,38,Female,Single,Unemployed,Skilled Trade,,High School,Mortgage,0.6,South,302,,,,,,,,,,outlook,,,48.8,,,,,
897520,24,Female,Married,Salaried,Sales,32574.55,High School,Own,8.5,Midwest,2029,,,,,,,,,,,,,,,,,,
897521,61,Male,Married,Unemployed,Professional,,Bachelors,Own,18.0,Northeast,679,638.0,0.0,0.0,0.0,9700.1,,10.7,5.0,,,,,,,City_A,,,Payroll
897522,26,Female,Divorced,Salaried,Other,23702.41,High School,Mortgage,0.7,Northeast,5151,669.0,0.0,0.0,1.0,10840.77,0.457,5.0,5.0,,,,,,,,,Email,Payroll
897523,23,Other,Single,Salaried,Sales,50321.64,Bachelors,Rent,2.8,Midwest,89,604.0,0.0,0.0,2.0,12679.03,0.252,7.9,9.0,,,,,,,,,,Payroll
897524,46,Female,Married,Unemployed,Management,,Masters,Rent,3.0,Midwest,6025,,,,,,,,,,outlook,,,,,,,,
897525,38,Female,Married,Salaried,Professional,79090.94,High School,Own,0.4,South,5,,,,,,,,,,,,REF196283,,,,0,,
897526,39,Male,Divorced,Salaried,Professional,82907.02,Bachelors,Mortgage,0.4,Midwest,23,705.0,1.0,0.0,0.0,33179.67,0.4,0.7,1.0,,,,,,,,,,
897527,25,Male,Married,Salaried,Professional,65215.93,Masters,Rent,0.2,Midwest,2246,698.0,0.0,0.0,1.0,23404.83,0.359,5.6,3.0,,,1,REF149102,,,,,,
897528,32,Male,Married,Unemployed,Service,3175.15,Bachelors,Own,6.8,South,3534,,,,,,,,,,,,,5.1,,,,,
897529,50,Female,Single,Salaried,Sales,,Bachelors,Mortgage,1.9,Northeast,1066,,,,,,,,,,,1,,,,,,,
897530,46,Male,Married,Salaried,Service,37042.02,Bachelors,Own,15.2,Northeast,569,683.0,0.0,0.0,1.0,4326.84,0.117,2.1,5.0,,,,,,,,,SMS,
897531,53,Male,Married,Self-Employed,Other,46046.43,Bachelors,Own,0.5,Northeast,3532,681.0,0.0,0.0,0.0,6623.88,0.144,1.2,3.0,,,,,,,,,,Payroll
897532,34,Female,Single,Student,Sales,10759.75,High School,Rent,0.2,South,725,,,,,,,,,,,,,,,,,,
897533,48,Male,Married,Salaried,Service,73826.71,Bachelors,Mortgage,2.4,Northeast,876,641.0,0.0,0.0,0.0,5552.48,0.075,4.6,6.0,,yahoo,,REF665726,,English,,,,
897534,65,Female,Married,Salaried,Other,106596.65,Masters,Own,7.5,South,1909,676.0,0.0,0.0,1.0,4398.62,0.041,3.8,5.0,,,,,,,,1,,
897535,46,Female,Single,Retired,Sales,86845.21,Bachelors,Mortgage,9.1,South,1629,,,,,,,,,,outlook,,,,,,,,Payroll
897536,65,Female,Married,Salaried,Other,85088.04,Bachelors,Mortgage,4.9,West,202,827.0,1.0,0.0,0.0,15069.12,0.177,24.8,2.0,,,,,,,,0,,
897537,36,Female,Single,Salaried,Service,18259.55,Bachelors,Rent,25.7,Northeast,2184,,,,,,,,,,,,,,,,1,,
897538,32,Male,Married,Self-Employed,Service,67570.35,Bachelors,Own,1.1,Midwest,742,,,,,,,,,,,,,64.7,English,,,,
897539,37,Female,Single,Salaried,Management,100374.6,Bachelors,Mortgage,0.4,Midwest,995,699.0,0.0,0.0,2.0,7099.65,0.071,8.6,3.0,,outlook,,,,,,,,
897540,53,Male,Single,Student,Other,5774.79,Doctorate,Rent,1.7,West,1175,,,,,,,,,,,,,,English,,,,
897541,39,Female,Single,Salaried,Professional,55248.15,Bachelors,Own,2.7,Midwest,36,724.0,2.0,0.0,0.0,9699.4,0.176,8.4,2.0,,,,,,,,,,
897542,60,Male,Married,Salaried,Sales,,Bachelors,Own,4.0,West,1036,495.0,0.0,0.0,4.0,8506.91,,11.5,5.0,,outlook,,,,English,,,SMS,
897543,30,Other,Married,Salaried,Management,64812.46,Bachelors,Mortgage,6.0,Northeast,1661,653.0,0.0,0.0,1.0,26083.42,0.402,12.5,4.0,,,,,,,,,,
897544,46,Male,Single,Salaried,Service,55570.96,Masters,Own,8.1,West,736,563.0,1.0,0.0,1.0,43640.5,0.785,10.5,1.0,XXX-XXX-6057,,,,,,,,,
897545,39,Other,Single,Salaried,Service,33311.96,Masters,Own,2.8,Midwest,2753,683.0,1.0,0.0,1.0,42287.18,1.269,2.9,4.0,XXX-XXX-5055,yahoo,,,,English,,,,
897546,45,Male,Single,Retired,Management,26078.19,Masters,Mortgage,2.0,Northeast,111,707.0,0.0,0.0,0.0,1844.76,0.071,6.3,3.0,XXX-XXX-2490,other,,REF143698,,,City_A,1,,
897547,34,Other,Single,Unemployed,Professional,12140.72,Masters,Own,4.8,Midwest,1618,565.0,0.0,0.0,2.0,2208.0,0.182,4.4,3.0,,,,REF420671,,Spanish,,,SMS,Payroll
897548,18,Female,Widowed,Salaried,Sales,123532.85,Masters,Rent,7.3,Northeast,483,821.0,0.0,0.0,1.0,22364.77,0.181,10.4,3.0,,,,REF720063,,,,,,
897549,25,Male,Married,Salaried,Management,98485.85,Bachelors,Own,0.1,Midwest,204,796.0,0.0,0.0,0.0,17529.95,0.178,0.1,3.0,,outlook,1,REF497102,,,,,,
897550,36,Male,Divorced,Unemployed,Other,11409.3,High School,Own,6.5,Northeast,3501,,,,,,,,,,,,,29.2,English,,,,
897551,55,Female,Married,Salaried,Other,30961.68,High School,Rent,3.8,West,1072,693.0,0.0,0.0,1.0,6003.82,0.194,0.8,5.0,,,,,,,,,Email,
897552,37,Male,Single,Unemployed,Other,4095.5,High School,Mortgage,0.7,South,972,704.0,0.0,0.0,1.0,23969.53,5.853,11.0,6.0,,,,,,Spanish,,,,
897553,49,Female,Single,Salaried,Sales,15870.18,Bachelors,Own,0.3,Northeast,170,,,,,,,,,,,,,35.5,,,,None,
897554,55,Female,Single,Salaried,Professional,72451.17,Bachelors,Own,2.5,South,955,743.0,0.0,0.0,0.0,24154.62,0.333,8.8,7.0,,gmail,,,41.9,,,,,
897555,54,Male,Married,Salaried,Service,87740.9,Bachelors,Rent,9.4,Midwest,1184,838.0,2.0,0.0,1.0,51383.97,0.586,0.0,4.0,,gmail,0,,41.6,,,0,,
897556,39,Male,Single,Salaried,Professional,53963.13,High School,Own,1.0,Midwest,703,644.0,0.0,0.0,1.0,10923.7,0.202,10.2,8.0,XXX-XXX-9185,,,,27.1,,,1,,
897557,51,Female,Single,Salaried,Professional,23292.64,High School,Rent,0.7,South,16,676.0,0.0,0.0,1.0,12778.94,0.549,4.1,2.0,,,,REF429501,72.6,,,,,
897558,50,Male,Single,Salaried,Skilled Trade,96627.91,High School,Own,2.1,South,54,640.0,0.0,0.0,0.0,19710.91,0.204,10.9,2.0,,,,,,,,,,
897559,46,Male,Single,Salaried,Sales,72253.89,High School,Mortgage,1.9,Midwest,264,559.0,2.0,0.0,0.0,5167.82,0.072,0.6,3.0,,,,,19.1,,,,,
897560,39,Male,Married,Salaried,Skilled Trade,147115.55,High School,Own,5.6,West,689,599.0,3.0,0.0,3.0,17846.9,0.121,4.0,2.0,,,,REF556449,,,,,SMS,
