Customer_ID,Age,Tenure_Years,Balance,Avg_Monthly_Balance,Num_Products,Transactions_Per_Month,Avg_Transaction_Value,Digital_Engagement_Score,Credit_Utilization,Total_Deposits_YTD,Total_Withdrawals_YTD
518272,27,1.7,417.73,394.81,1,4.2,128.89,3.6,53.7,3326.67,2953.39
518273,27,7.5,0.0,0.0,1,4.9,64.77,7.4,100.0,1695.34,1045.71
518274,21,3.5,3530.84,2723.99,1,18.3,103.61,75.1,43.2,14737.76,12897.17
518275,35,9.5,5245.1,4494.11,2,17.7,124.34,52.5,27.0,16255.06,14786.02
518276,51,11.0,1735.84,1584.67,1,11.9,115.49,12.2,36.0,9240.24,7555.12
518277,31,1.4,3840.75,3226.65,1,37.5,53.22,80.3,32.5,17714.56,13183.79
518278,31,4.7,8453.66,7571.08,1,7.7,165.2,81.5,39.4,8449.72,8355.69
518279,38,6.5,6652.42,6149.26,3,16.3,47.68,55.1,62.3,4902.35,4040.65
518280,61,5.4,461.31,428.56,2,6.0,7.91,1.0,60.2,284.29,321.95
518281,44,6.5,17657.91,15949.29,3,26.2,515.09,59.1,30.1,86729.86,72665.57
518282,56,8.8,0.0,0.0,1,5.1,17.88,10.1,100.0,436.09,553.45
518283,38,4.3,4437.53,3607.83,2,10.8,121.61,48.7,29.6,9326.86,7228.17
518284,23,0.7,414.11,337.72,2,14.5,75.97,62.6,16.6,7125.68,7769.21
518285,22,5.5,0.0,0.0,1,5.0,5.0,15.6,89.5,231.66,229.04
518286,38,5.0,14567.27,11837.81,4,22.9,420.96,64.4,38.2,65482.28,49749.97
518287,63,19.5,15485.58,15927.97,3,6.0,207.83,3.6,28.0,11264.3,6242.0
518288,39,0.0,236.29,266.96,2,14.0,111.98,32.3,33.2,9614.0,8151.94
518289,28,2.9,3348.46,3032.87,2,19.1,89.92,91.4,46.9,13723.96,9133.81
518290,26,4.8,2532.53,1703.02,4,18.1,201.37,93.5,11.3,28268.55,22452.29
518291,43,7.7,3175.2,2570.2,5,35.0,277.92,60.3,42.8,70072.49,71428.87
518292,45,7.9,17351.31,18974.65,4,35.8,479.91,75.3,21.0,100113.32,135412.45
518293,27,0.2,1107.41,918.5,1,17.5,52.51,87.4,40.6,6706.57,4725.82
518294,27,3.3,3389.46,3071.57,1,11.0,157.75,78.6,30.8,12752.78,9242.82
518295,74,23.0,17701.82,14275.44,5,11.2,137.41,18.4,12.6,7507.5,9202.6
518296,54,4.6,706.49,668.01,1,0.0,90.6,0.0,45.5,0.0,0.0
518297,25,0.1,2567.55,2663.28,1,17.2,60.07,92.5,26.0,9412.08,5796.56
518298,38,6.7,5279.83,6046.66,3,4.6,119.6,30.3,15.9,3573.43,2870.72
518299,30,5.0,3605.65,2961.82,2,16.8,79.0,55.2,27.6,8911.44,8083.66
518300,58,17.8,16487.26,16822.73,5,3.5,268.19,24.2,16.4,7146.38,6046.78
518301,27,6.7,1320.74,1276.66,3,15.1,50.28,37.2,49.1,5739.05,5273.27
518302,55,8.8,1831.74,1469.99,1,12.2,82.01,67.7,46.0,7702.66,4129.76
518303,56,10.6,21345.66,18175.34,5,43.3,577.23,61.1,80.6,154092.87,171167.12
518304,25,1.7,2553.14,2390.58,3,17.3,75.39,84.5,67.2,7752.86,10606.87
518305,44,10.6,6160.28,5198.47,1,13.5,164.14,19.1,22.0,17931.96,11517.97
518306,36,3.9,8614.38,9830.91,2,9.8,159.26,51.7,53.8,15631.64,7164.59
518307,66,27.6,12521.69,15063.49,2,4.9,40.62,24.0,16.8,1571.56,1440.8
518308,37,2.8,296.59,378.94,3,6.5,78.51,3.0,85.9,2562.76,2611.2
518309,24,1.6,1028.76,967.0,2,24.3,79.32,93.6,29.0,9363.57,10919.96
518310,28,8.3,6979.58,6363.24,4,12.6,49.11,39.7,27.9,3463.98,4305.02
518311,26,7.8,7146.15,6391.33,2,7.9,160.54,46.5,6.9,6231.08,3652.06
518312,34,4.3,8222.75,7252.31,7,25.7,480.96,71.0,40.6,81675.06,44510.74
518313,58,11.6,11724.05,9112.73,5,5.0,108.81,20.1,11.2,4473.26,3285.58
518314,37,9.8,11679.82,11383.85,6,27.6,107.47,81.4,47.7,20349.33,17087.06
518315,57,14.5,33007.7,28847.6,3,7.7,281.71,18.6,4.9,17794.86,14482.04
518316,32,2.3,2556.82,1761.25,1,29.5,115.26,60.2,58.8,24098.94,19946.51
518317,23,1.0,3576.31,2602.42,2,20.1,77.35,74.6,44.7,10428.77,9529.3
518318,29,9.0,5217.38,5042.61,4,15.8,190.38,73.6,20.3,21799.93,22307.51
518319,26,10.0,15689.75,14212.89,6,33.8,161.21,45.2,75.9,40891.24,38063.73
518320,52,2.2,864.69,915.06,1,5.0,80.68,37.9,81.2,2712.96,2239.13
518321,44,10.3,13312.88,12261.34,6,32.6,379.42,72.8,69.9,49821.11,50801.14
518322,54,5.5,412.32,377.19,2,1.4,25.74,8.0,61.7,300.14,201.22
518323,58,20.6,13794.39,11957.2,3,4.5,121.26,13.1,18.7,4572.11,4028.05
518324,27,2.7,271.66,174.93,1,23.7,9.34,91.7,38.4,1619.89,1188.53
518325,54,20.8,12471.03,11867.9,5,6.7,231.53,6.5,17.4,10171.71,8136.38
518326,27,7.7,5348.93,5053.39,2,9.5,120.68,46.2,66.3,10693.1,5656.84
518327,59,3.7,1654.02,1403.11,1,5.2,60.48,9.8,97.4,1239.21,1839.94
518328,21,2.1,850.77,968.27,2,18.7,40.73,95.5,31.1,3554.36,5080.12
518329,50,4.0,0.0,0.0,1,15.4,105.56,46.5,30.8,12251.05,10722.58
518330,63,17.9,14573.59,13520.75,4,4.1,354.07,13.6,6.5,8150.09,9007.41
518331,35,5.5,5433.16,5228.07,1,5.5,136.5,71.3,41.6,4789.18,6140.5
518332,61,11.1,12511.42,10206.68,4,9.4,222.32,4.8,11.3,12678.01,10510.36
518333,48,6.8,1337.69,1170.68,2,18.2,107.74,42.2,7.2,10331.74,8551.41
518334,25,12.5,7181.58,5477.17,4,11.4,164.11,54.1,60.0,11754.74,10341.27
518335,43,4.7,2599.57,2237.18,2,8.6,286.96,58.9,56.7,19708.32,10323.3
518336,29,4.3,6007.91,4315.01,1,7.7,153.82,38.7,32.3,4988.59,9029.06
518337,33,6.7,675.31,612.76,1,5.2,5.0,37.5,75.5,132.41,197.88
518338,41,6.3,7412.76,6764.96,3,18.9,91.44,36.1,55.2,13351.85,6531.02
518339,53,6.2,3607.79,3693.13,2,9.3,145.03,42.7,31.3,8868.78,10305.86
518340,31,6.6,2872.52,2716.55,2,12.5,111.1,100.0,49.6,5812.66,7095.37
518341,37,0.0,1136.85,916.31,2,0.5,96.75,11.5,71.3,318.55,250.34
518342,48,3.0,8241.52,6958.3,4,13.7,141.26,61.0,41.2,16545.96,9458.81
518343,26,1.6,3175.94,2710.77,1,11.1,83.54,80.8,61.2,7067.09,5095.56
518344,27,1.4,1419.78,1359.63,1,21.3,14.67,90.1,44.3,1762.64,1796.48
518345,62,6.1,4397.16,4425.72,1,9.8,158.01,43.6,48.1,9250.92,9196.04
518346,64,16.0,19050.32,15519.88,3,6.0,77.32,20.2,11.6,2382.26,1906.94
518347,41,1.5,26.68,21.03,1,0.0,47.04,36.3,92.9,0.0,0.0
518348,39,9.0,4685.47,4971.39,3,13.2,107.9,55.3,44.4,8750.36,10673.6
518349,32,2.9,193.41,189.85,1,10.1,85.98,52.1,57.1,6653.38,4249.33
518350,38,7.9,13667.56,13682.97,4,33.5,453.02,87.2,42.4,85308.56,88425.35
518351,33,0.0,2891.59,2874.44,1,4.9,37.61,71.6,40.1,1342.11,896.89
518352,49,8.6,725.81,491.19,1,2.6,50.3,15.3,67.6,766.41,688.65
518353,34,9.4,4878.38,5594.15,3,14.0,147.46,67.0,56.8,11513.57,8726.9
518354,29,2.1,2558.12,2228.86,1,15.9,46.81,88.7,36.0,4439.49,4436.55
518355,23,2.7,188.4,167.14,2,25.2,20.58,95.4,46.5,4026.74,3542.16
518356,27,1.2,1337.06,1240.73,2,16.6,35.69,91.8,82.1,4300.6,3152.32
518357,55,5.9,11553.18,13518.79,5,31.4,298.35,46.0,31.4,73076.29,51401.44
518358,36,2.7,16319.8,19429.16,3,18.8,194.56,89.8,42.6,18980.63,17323.13
518359,48,5.5,0.0,0.0,2,4.5,36.55,18.0,72.9,1154.17,1178.22
518360,33,1.2,634.14,557.66,3,9.0,85.64,52.0,0.0,5262.61,3729.17
518361,39,3.3,2429.62,1662.06,2,14.0,135.6,32.0,37.6,16317.36,10332.07
518362,34,6.3,6140.09,6517.91,2,21.8,110.99,41.7,58.7,14308.0,13146.57
518363,30,2.4,2597.74,2464.92,2,23.1,54.43,90.0,23.4,9439.25,5753.75
518364,48,8.1,4985.51,5106.6,2,16.2,84.49,30.5,45.8,7922.7,4798.8
518365,48,6.7,4554.83,4718.72,2,20.7,233.65,41.4,44.0,25668.97,19680.46
518366,18,5.3,5258.19,3280.62,1,14.3,143.77,41.9,43.8,12423.12,9627.45
518367,52,6.0,7138.84,7290.25,1,10.8,66.38,62.7,18.9,3637.06,3730.0
518368,23,4.0,2087.12,1621.61,1,26.5,75.52,76.5,48.2,15527.3,9827.0
518369,53,12.8,955.22,794.03,1,5.1,131.34,29.9,90.5,5183.51,3819.09
518370,40,8.5,5963.55,5728.95,3,19.3,229.64,49.7,49.4,27015.32,15009.14
518371,35,15.7,12722.51,10980.79,5,19.2,88.38,53.4,33.6,11201.26,8044.59
518372,19,1.9,1476.81,1305.02,1,19.3,55.3,80.9,13.1,6047.03,4930.54
518373,18,2.0,7422.59,7965.02,3,8.4,149.58,66.3,8.0,7272.14,9064.95
518374,49,0.0,408.22,324.41,1,0.8,53.53,43.1,84.7,242.36,205.78
518375,26,0.0,1063.3,890.2,1,28.9,26.98,93.1,37.0,3721.01,5207.64
518376,40,15.5,9274.64,8598.18,3,26.4,499.71,59.1,64.4,85077.42,92454.23
518377,39,2.3,5785.75,4894.24,2,17.5,174.72,0.0,28.5,16012.93,16407.9
518378,32,2.1,83.62,68.73,1,2.5,106.37,31.1,84.9,2202.3,1509.71
518379,52,7.2,3166.77,3306.58,1,11.7,219.93,59.8,49.6,18128.97,18243.73
518380,23,1.1,1877.33,1911.13,1,16.1,77.3,73.8,48.8,8929.6,8177.76
518381,34,5.4,2823.91,1927.96,3,15.8,46.76,36.4,20.4,4756.63,3417.92
518382,23,6.9,8894.25,8694.85,7,30.4,426.06,92.0,29.8,84909.12,87495.5
518383,37,12.4,11591.45,12787.43,5,35.9,240.1,75.6,68.2,72005.2,54562.22
518384,47,7.9,10861.82,11473.19,5,27.1,371.38,61.0,69.6,57808.07,33800.56
518385,43,8.9,5204.66,3908.63,1,16.2,78.78,43.4,34.6,8642.46,6694.05
518386,28,5.7,3938.13,4202.11,2,18.2,128.69,46.2,45.6,14238.28,14996.16
518387,53,1.3,44.19,43.58,1,8.6,92.67,16.5,41.4,5856.63,5120.04
518388,63,16.3,25774.16,27115.21,1,3.9,98.22,9.5,9.9,1762.47,2253.05
518389,46,7.8,4060.77,3649.72,1,15.2,98.13,9.9,20.6,10319.51,12172.6
518390,22,6.1,3876.51,4063.52,1,11.6,35.2,34.8,68.6,2630.39,2215.46
518391,25,2.6,2051.3,1571.07,2,10.0,103.85,85.6,28.7,7102.21,7804.4
518392,62,17.6,23872.23,13983.8,3,4.9,252.52,13.6,16.9,7165.44,8358.63
518393,51,9.4,4.79,4.94,1,4.9,5.0,7.7,90.7,248.07,193.84
518394,63,20.2,22273.99,20636.47,3,8.4,5.0,18.4,6.4,250.7,252.47
518395,72,13.4,33.96,29.99,1,4.6,5.0,22.2,88.8,135.89,159.3
518396,67,22.1,29017.57,30763.68,5,5.7,238.38,13.6,30.5,9886.32,8599.68
518397,46,3.5,19993.42,19557.37,5,36.3,195.4,95.5,37.0,40575.83,50167.89
518398,38,8.0,11817.72,9157.45,4,40.0,337.57,53.0,38.1,92185.62,82656.28
518399,28,6.3,2338.42,2408.25,2,12.5,62.43,66.5,24.3,4896.81,5056.45
518400,30,11.5,3911.01,4318.7,2,9.2,93.2,53.5,48.7,5759.68,4895.28
518401,40,15.1,18171.42,15541.92,4,27.9,270.46,69.6,38.5,54581.66,51932.74
518402,37,3.0,22878.06,17592.34,4,43.7,299.15,68.8,75.6,80131.0,75224.77
518403,43,7.1,1744.93,2018.2,1,14.1,71.62,43.3,31.2,7841.97,4585.24
518404,42,8.9,10737.61,10046.75,6,32.9,121.5,82.1,43.1,30423.05,29382.05
518405,62,18.2,4824.56,5112.25,5,6.0,263.39,10.5,26.9,12265.07,11703.46
518406,54,6.9,6317.16,4303.91,7,22.3,156.61,58.8,77.4,26531.46,22457.26
518407,28,3.1,2401.98,2801.33,1,13.1,90.01,89.4,37.0,9957.76,6828.48
518408,30,1.9,1861.04,1597.44,1,18.3,12.29,87.4,45.7,962.9,912.96
518409,39,5.8,1919.36,1635.04,3,17.1,16.42,39.0,9.6,1910.34,1547.85
518410,46,6.0,0.0,0.0,2,18.8,108.12,48.2,35.1,9832.32,14242.12
518411,33,12.1,5275.38,4630.7,2,21.3,122.26,57.5,36.6,18456.51,6644.7
518412,64,19.3,17332.35,20781.33,4,11.5,44.02,18.1,1.0,2218.23,3104.35
518413,59,32.2,13387.84,13724.84,4,6.7,173.48,0.0,16.2,6369.14,4772.49
518414,31,1.6,4151.58,4187.02,2,25.1,158.95,88.6,57.4,19511.35,17558.75
518415,25,0.7,1425.79,1062.71,2,20.2,46.92,90.4,54.0,4639.84,6551.4
518416,61,18.0,27383.68,22577.2,4,4.6,249.34,4.2,11.4,8721.19,5439.37
518417,35,11.2,11382.82,8056.78,4,24.0,216.13,72.6,23.7,36081.22,30738.02
518418,29,3.8,4337.72,4230.47,2,17.0,162.05,67.1,64.1,14521.82,10874.43
518419,59,7.9,7034.78,7434.06,2,14.1,74.84,40.0,24.7,7076.72,5423.79
518420,60,22.7,14930.47,13893.84,4,7.7,279.24,16.4,19.9,15786.79,14686.57
518421,61,25.8,8697.71,7285.78,5,6.4,164.62,20.4,20.9,9319.03,6130.09
518422,54,24.6,9692.5,9000.18,3,3.7,226.42,12.7,12.2,6078.52,3347.25
518423,37,8.0,2312.12,2260.03,3,6.8,107.48,41.6,47.6,6478.3,5773.74
518424,29,1.7,2215.6,2098.75,3,23.3,55.81,94.3,63.9,7197.32,8282.71
518425,41,6.2,0.0,0.0,1,5.1,21.73,33.1,66.3,762.3,581.51
518426,46,11.1,383.71,442.15,1,4.8,62.1,43.5,98.6,1485.32,2112.87
518427,25,1.3,1843.28,1513.2,2,21.8,127.63,82.1,44.4,23693.51,18768.54
518428,40,7.9,4900.58,5606.09,3,14.1,42.96,33.8,33.6,4080.69,2182.98
518429,26,13.9,8522.83,8435.89,2,15.0,269.64,53.8,45.9,29426.77,22892.66
518430,44,2.0,10685.78,10306.04,5,33.8,423.65,86.7,28.5,108862.3,91831.65
518431,25,3.8,259.05,206.0,3,19.9,100.76,90.4,44.4,12512.71,8996.14
518432,28,5.5,1819.79,1822.17,2,11.3,176.29,39.7,67.3,14402.77,16582.75
518433,41,5.8,4967.93,4131.58,1,3.2,82.59,33.1,40.2,1957.96,1449.0
518434,43,6.7,2198.55,1921.67,3,24.9,5.0,42.8,42.8,1029.47,376.16
518435,20,2.0,3385.51,3563.67,1,10.8,158.39,70.0,20.8,10240.8,10120.52
518436,26,1.8,0.0,0.0,2,26.7,29.22,82.0,56.2,4494.33,4014.86
518437,28,3.0,7794.97,8116.61,3,14.5,97.87,58.3,30.6,11981.05,6412.54
518438,31,0.0,8108.41,8083.33,3,11.9,131.12,53.8,59.6,10486.24,10995.01
518439,85,26.2,25965.2,25541.32,2,2.7,101.29,16.0,22.8,2532.73,1703.68
518440,36,0.0,4213.87,4576.54,2,10.4,49.38,16.9,13.5,3069.54,3066.89
518441,35,3.3,2646.16,2253.18,2,29.3,65.22,69.1,79.0,12842.21,11433.36
518442,28,2.2,1033.24,858.3,2,24.0,72.37,85.5,44.5,12639.03,7547.86
518443,49,1.1,2199.76,1938.64,1,12.4,143.95,13.1,37.3,8871.85,10694.81
518444,47,9.4,13503.99,14482.23,5,38.4,422.51,61.0,23.7,120973.11,61872.3
518445,35,8.8,8647.15,7930.67,3,11.2,119.12,12.9,55.9,7313.22,5338.09
518446,64,19.7,20883.76,19610.08,4,5.7,101.94,13.6,5.2,2601.39,3012.09
518447,25,4.5,830.65,818.27,1,23.8,91.45,73.1,8.2,11068.5,14720.98
518448,55,2.6,4613.8,4114.37,2,14.8,143.62,51.9,0.0,14481.04,13925.93
518449,62,2.6,954.46,873.7,1,3.6,35.95,36.5,100.0,1207.09,778.68
518450,39,7.2,4007.92,3424.55,6,27.3,442.59,66.6,62.1,85093.18,51030.99
518451,46,5.6,10640.16,9164.39,2,21.9,87.14,42.1,5.4,13962.6,12844.7
518452,20,2.3,2369.77,2233.96,1,23.1,47.05,84.0,57.5,4457.16,7695.54
518453,30,0.0,3244.51,3046.66,2,13.2,55.6,89.4,65.0,7337.03,3117.7
518454,72,15.7,13050.89,14495.7,5,3.5,319.96,22.7,23.1,10090.04,6231.9
518455,53,0.0,6730.26,5140.74,1,13.8,107.71,27.9,34.6,8320.84,11921.03
518456,37,6.8,2032.03,1680.14,1,11.6,72.77,47.1,36.1,5716.62,4240.71
518457,40,6.4,2338.57,2109.57,2,16.0,70.0,47.7,27.0,8507.81,5690.11
518458,22,2.4,2342.04,2055.36,1,23.5,29.44,91.0,21.9,4680.03,4649.21
518459,31,1.5,6388.48,6468.07,2,15.4,86.92,65.3,47.8,11631.14,6985.0
518460,38,7.2,4033.68,3007.2,2,21.1,33.77,26.0,43.7,5417.77,3520.16
518461,42,1.7,3868.04,3958.88,1,10.0,78.18,45.4,57.9,4616.96,3417.13
518462,26,9.8,5079.51,4343.41,2,16.0,154.07,22.4,33.1,19958.69,16225.25
518463,34,9.2,3289.48,3467.3,2,17.5,47.82,42.7,26.1,4712.45,4407.06
518464,39,4.6,7049.86,5828.63,1,8.7,142.85,28.2,41.0,8632.98,5908.42
518465,73,40.0,10280.38,10536.04,3,6.5,152.66,0.0,13.0,6194.26,6139.56
518466,33,4.8,2686.09,2563.77,5,36.1,335.12,60.5,63.0,70688.16,58924.19
518467,71,38.4,24646.17,24024.46,4,6.3,58.25,18.0,2.4,2274.92,1798.53
518468,43,0.0,844.37,501.31,1,1.8,68.06,7.1,93.5,565.64,759.38
518469,62,15.8,17908.25,17375.62,5,3.3,255.53,22.3,0.0,3083.95,4592.99
518470,36,5.5,8583.87,6708.05,6,43.3,387.55,56.2,36.9,106434.52,74493.92
518471,55,13.4,8084.42,5686.78,3,0.3,367.87,8.6,26.3,664.95,706.43
518472,35,10.6,8260.33,7170.52,2,18.8,128.99,53.8,46.2,12843.55,10768.2
518473,30,2.6,1931.22,1952.16,2,21.5,63.94,66.2,9.4,6736.34,10206.97
518474,21,5.1,7563.03,8091.74,2,8.3,278.14,48.4,38.6,14056.98,13032.03
518475,66,17.8,12062.78,9505.44,4,6.2,70.84,0.0,5.6,2696.52,3271.41
518476,63,3.3,751.33,648.7,1,6.7,62.01,6.7,82.9,2422.73,2101.0
518477,71,15.0,13391.31,10541.14,5,4.6,352.05,18.7,14.6,14339.14,11107.62
518478,39,9.7,10002.26,10401.82,6,33.4,635.68,72.2,61.1,149434.51,83009.35
518479,42,6.9,6289.17,6511.98,3,15.3,199.04,41.2,37.7,24253.6,23300.24
518480,54,14.8,8485.75,7820.1,6,31.4,288.38,56.4,55.6,50153.56,49848.65
518481,52,32.7,28385.57,19412.56,3,7.8,173.57,22.5,12.0,7491.62,6848.0
518482,33,8.2,14696.46,12990.23,5,30.0,333.31,73.8,47.9,70325.49,65570.04
518483,36,6.7,3818.49,3627.31,3,21.2,23.82,39.0,41.0,3572.94,4086.11
518484,22,2.0,223.33,220.89,2,32.3,28.54,76.5,46.6,4708.21,6436.47
518485,26,5.7,1632.9,1166.62,4,16.7,90.46,8.1,16.0,10120.88,10397.58
518486,41,1.8,5000.35,4803.14,1,14.2,120.27,46.8,41.0,15456.16,11879.2
518487,65,15.5,9251.89,9313.77,5,4.4,171.92,18.9,0.8,5144.94,4803.43
518488,71,12.3,10490.08,9068.21,5,7.3,108.87,2.4,28.5,5749.89,4449.74
518489,32,5.1,4788.23,3805.03,3,19.2,198.67,77.7,39.2,34737.28,18394.25
518490,21,0.8,0.0,0.0,1,2.8,78.41,22.2,62.5,1822.71,1435.12
518491,45,19.7,11416.35,9319.0,4,5.1,74.38,20.3,12.2,1686.39,2212.78
518492,33,6.2,1130.92,950.45,2,18.1,197.91,37.5,5.7,17125.34,29876.05
518493,77,13.2,12975.88,12219.17,4,9.5,206.24,15.6,15.9,15098.57,8878.81
518494,37,3.6,19039.35,15000.69,4,26.6,280.3,59.5,60.9,53172.67,40564.2
518495,49,12.1,14464.56,16136.25,5,11.8,462.74,73.6,0.0,38561.33,35160.96
518496,51,1.8,2094.84,1782.38,2,8.8,115.59,14.0,23.1,7436.64,4680.81
518497,28,6.1,8080.63,9216.91,3,4.8,110.41,28.1,35.6,3250.83,3010.63
518498,39,8.2,821.43,702.02,1,3.9,5.0,38.6,86.7,143.17,93.44
518499,46,7.7,3972.63,3060.55,4,12.2,214.34,54.0,13.3,13772.44,10661.08
518500,62,0.1,43.44,43.22,1,3.6,70.79,28.2,57.9,1822.65,1163.75
518501,40,3.1,4412.84,3884.0,1,13.1,32.61,6.9,42.8,2162.03,1902.25
518502,41,11.3,4346.35,4101.73,6,41.7,206.14,53.5,89.5,58257.96,63102.83
518503,63,18.5,17784.69,17188.59,6,2.1,187.72,0.0,18.4,1893.03,3545.93
518504,43,1.0,4814.18,4720.52,2,8.7,43.25,29.4,22.1,2494.52,1886.6
518505,40,8.3,2406.03,1872.6,3,17.7,105.63,28.6,15.8,12775.6,11235.48
518506,47,4.2,6295.03,6368.82,3,5.3,148.98,15.5,10.2,3388.09,5331.99
518507,61,28.3,17529.51,16757.99,4,5.8,191.76,19.8,4.8,8857.2,8307.98
518508,32,0.7,885.83,938.59,1,6.4,5.0,0.0,83.1,292.51,227.51
518509,71,26.1,28883.84,25079.68,7,7.3,77.14,9.0,17.2,3555.81,2897.12
518510,39,3.6,4049.89,3115.88,2,12.7,37.24,68.4,33.6,3325.87,2086.44
518511,32,4.9,1659.51,1419.14,3,16.9,182.62,0.0,41.8,21290.36,15260.08
518512,20,2.7,1810.94,1530.42,1,15.8,166.91,76.5,30.1,20220.48,12750.59
518513,40,6.1,7275.92,6027.54,1,20.1,157.99,34.4,58.6,14711.82,19667.63
518514,38,5.1,1552.52,1544.05,2,19.2,252.33,53.2,30.7,40027.85,26368.46
518515,46,0.0,24.81,21.36,1,3.8,5.0,13.4,100.0,129.34,93.72
518516,53,29.4,9031.99,9627.18,6,0.0,263.5,7.5,18.2,0.0,0.0
518517,37,5.7,0.0,0.0,2,11.5,100.16,23.6,52.5,7059.3,7651.88
518518,52,3.7,1102.61,1003.58,1,6.8,56.44,32.0,87.3,2701.01,2109.03
518519,43,11.5,4449.65,4144.99,4,16.6,90.15,34.0,22.4,12753.89,7257.39
518520,51,2.4,2945.92,2791.88,2,7.8,110.88,67.3,39.2,6656.45,6175.68
518521,33,0.9,3771.0,3022.87,1,26.8,95.25,90.9,32.2,17479.18,18818.37
518522,41,8.9,3768.01,3140.78,2,15.7,214.7,46.4,24.1,24466.64,21059.95
518523,49,6.0,4797.58,5391.71,3,14.2,216.69,60.6,36.6,18406.43,9706.13
518524,29,1.2,622.98,503.09,2,19.9,169.36,58.4,12.2,27770.64,19187.91
518525,29,11.2,13908.37,10887.77,5,19.9,409.88,60.6,46.9,58732.5,61030.91
518526,27,1.4,1713.81,1760.4,1,17.8,5.61,98.1,77.6,618.03,750.04
518527,43,0.0,799.36,736.74,1,4.7,52.11,3.0,69.1,1844.2,1614.37
518528,29,0.4,5777.95,5035.73,2,5.6,174.91,24.5,52.5,6940.06,6158.66
518529,38,1.9,3596.22,3720.88,3,12.3,130.53,48.1,23.3,9502.41,8800.05
518530,32,16.9,6492.59,6624.37,4,31.3,329.44,64.3,50.3,71137.33,62213.8
518531,30,1.4,1745.07,1731.59,2,21.5,58.91,75.9,25.3,8315.04,10886.9
518532,55,8.6,2774.88,2152.58,4,30.1,457.33,86.4,30.1,85826.6,93207.7
518533,53,8.1,4441.29,4010.09,2,14.9,66.24,33.5,22.9,3823.82,4669.74
518534,33,3.4,6725.37,6276.62,4,16.7,138.38,29.9,3.3,12567.52,11023.87
518535,39,3.8,0.0,0.0,2,6.8,127.83,42.5,62.2,7395.04,6713.36
518536,28,2.6,1896.32,1467.66,2,28.5,5.88,79.2,72.6,1018.85,1209.11
518537,23,8.5,5114.54,4605.54,3,15.6,226.98,20.3,20.2,25404.16,29558.53
518538,47,7.9,2245.16,2406.24,1,15.9,79.97,41.8,41.3,7440.43,5349.49
518539,60,22.0,18441.91,18518.72,3,7.9,192.07,13.1,6.0,11741.61,5313.01
518540,63,22.4,12971.83,12240.93,3,4.3,171.75,0.0,24.6,2390.53,5055.84
518541,27,0.5,4493.93,3981.64,1,19.8,76.98,93.6,30.9,6991.78,10569.17
518542,32,2.1,1895.9,1610.2,2,28.6,92.85,87.5,28.3,15695.83,18437.63
518543,62,13.0,551.85,591.93,1,4.5,48.98,12.9,64.1,1204.6,1111.33
518544,65,17.0,21198.18,25572.32,2,10.6,122.67,16.3,30.7,7534.26,3687.06
518545,71,25.2,9201.91,7532.09,5,9.4,37.58,8.3,30.3,2503.22,1618.21
518546,68,29.6,8604.32,6733.14,2,3.5,254.53,18.5,5.6,7278.22,5127.38
518547,48,13.6,10674.21,9526.27,4,36.6,407.66,64.3,25.5,113174.46,97647.44
518548,30,0.7,714.52,438.24,3,31.8,37.48,80.7,20.7,8952.5,3573.11
518549,43,6.1,3992.64,3336.2,1,17.7,150.9,22.9,29.3,18561.41,22423.87
518550,33,4.0,585.95,442.91,2,4.9,60.28,42.3,71.6,1348.76,1531.36
518551,30,2.1,5547.68,5119.44,1,6.9,153.91,58.0,46.8,8501.31,5489.83
518552,30,6.1,7802.58,6491.21,2,22.7,176.5,32.8,40.2,34490.79,27868.1
518553,48,4.8,5593.34,5375.61,2,16.4,118.53,28.7,47.6,12090.51,11109.2
518554,54,7.4,615.23,553.09,2,2.9,24.49,29.6,90.4,651.75,444.12
518555,58,16.2,24441.29,22890.96,3,6.8,204.85,11.5,26.5,9454.95,6780.43
518556,30,1.5,2085.86,1401.37,1,27.0,55.78,71.1,36.2,8825.77,7102.1
518557,30,4.1,8902.47,7594.37,2,12.4,183.25,58.1,17.8,13819.43,9585.24
518558,47,0.0,791.06,702.21,1,1.0,39.06,0.0,75.5,212.86,275.79
518559,48,5.3,66.82,49.39,1,0.7,94.7,15.8,55.5,291.95,268.46
518560,71,21.2,5807.27,6400.02,2,1.5,251.4,8.0,14.6,2646.93,2254.0
518561,46,5.1,6423.15,6836.99,1,12.9,93.5,12.0,33.2,6845.93,7384.99
518562,28,1.1,2795.54,2863.66,2,21.7,74.64,90.6,68.4,10172.69,11369.62
518563,49,5.2,0.0,0.0,1,4.8,14.79,20.3,100.0,471.28,368.35
518564,51,6.5,2870.97,2824.69,3,4.7,123.49,60.5,29.2,4197.18,4151.64
518565,40,5.5,3799.2,3684.09,1,16.1,161.63,65.1,3.2,10242.87,16999.59
518566,42,6.3,15208.3,13785.49,7,28.6,348.13,75.3,59.1,54741.28,58587.92
518567,63,24.1,19957.4,14290.73,5,6.5,105.63,22.3,2.5,4809.1,4272.69
518568,60,36.5,11313.72,10512.94,3,6.8,371.4,3.1,2.2,21565.25,9985.49
518569,51,4.3,4640.43,3658.34,1,8.7,37.31,46.7,63.3,2383.1,2629.74
518570,23,4.1,2215.1,2390.24,2,29.7,79.22,88.5,0.0,15902.44,14503.01
